isbn,title,author,category,sub_category,description,publisher,year_of_publication,language,num_pages,img_link
0802139256,Peace Like a River: A Novel,Leif Enger,Genre Fiction,Literature & Fiction,"Leif Enger’s debut novel,Peace Like A River, was launched to critical acclaim in 2001 and went on to sell over one million copies. Now a perennial, best-selling American classic, it is at once a heroic quest, a tragedy, and a love story, in which “there is magic... none more potent that Leif Enger’s prose” (Newsday). Enger brings us eleven-year-old Reuben Land, an asthmatic boy in the Midwest who has reason to believe in miracles. Along with his sister and father, Reuben finds himself on a cross-country search for his outlaw older brother who has been charged with murder. Their journey unfolds like a revelation, and its conclusion shows how family, love, and faith can stand up to the most terrifying of enemies, and the most tragic of fates.Read more",Atlantic Monthly Press Reprint edition ,2002,English,320,"https://images-na.ssl-images-amazon.com/images/I/41Rl91bqXLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0446670111,Einstein's Dreams,Alan Lightman,Genre Fiction,Literature & Fiction,"Thirty vignettes take the reader back in time to 1905, when a young patent clerk named Albert Einstein was putting the finishing touches on his theory of relativity. Reprint. 110,000 first printing. $50,000 ad/promo.Read more",Warner Books 1st edition ,1994,English,179,"https://images-na.ssl-images-amazon.com/images/I/41Tc2wmerVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,"Writing, Research & Publishing Guides",Reference,"NEW YORK TIMESBESTSELLER•The classic chronicle of a “terribly misguided and terribly funny” (The Washington Post) hike of the Appalachian Trail, from the author ofA Short History of Nearly EverythingandThe Body“The best way of escaping into nature.”—The New York TimesBack in America after twenty years in Britain, Bill Bryson decided to reacquaint himself with his native country by walking the 2,100-mile Appalachian Trail, which stretches from Georgia to Maine. The AT offers an astonishing landscape of silent forests and sparkling lakes—and to a writer with the comic genius of Bill Bryson, it also provides endless opportunities to witness the majestic silliness of his fellow human beings.For a start there’s the gloriously out-of-shape Stephen Katz, a buddy from Iowa along for the walk. ButA Walk in the Woodsis more than just a laugh-out-loud hike. Bryson’s acute eye is a wise witness to this beautiful but fragile trail, and as he tells its fascinating history, he makes a moving plea for the conservation of America’s last great wilderness. An adventure, a comedy, and a celebration,A Walk in the Woodsis a modern classic of travel literature.NOW A MAJOR MOTION PICTURERead more",Crown Reprint edition ,1999,English,276,"https://images-na.ssl-images-amazon.com/images/I/51qnv6h6aYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0553381539,Beach Music: A Novel,Pat Conroy,Genre Fiction,Literature & Fiction,"An American expatriate in Rome unearths his family legacy in this sweeping novel by the acclaimed author ofThe Prince of TidesandThe Great SantiniA Southerner living abroad, Jack McCall is scarred by tragedy and betrayal. His desperate desire to find peace after his wife’s suicide draws him into a painful, intimate search for the one haunting secret in his family’s past that can heal his anguished heart. Spanning three generations and two continents, from the contemporary ruins of the American South to the ancient ruins of Rome, from the unutterable horrors of the Holocaust to the lingering trauma of Vietnam,Beach Musicsings with life’s pain and glory. It is a novel of lyric intensity and searing truth, another masterpiece among Pat Conroy’s legendary and beloved novels.Praise forBeach Music“Astonishing . . . stunning . . . The range of passions and subjects that bring life to every page is almost endless.”—The Washington Post Book World“Magnificent . . . clearly Conroy’s best.”—San Francisco Chronicle“Blockbuster writing at its best.”—Los Angeles Times Book Review“Pat Conroy’s writing contains a virtue now rare in most contemporary fiction: passion.”—The Denver Post“A powerful, heartfelt tale.”—Houston ChronicleRead more",Dial Press Trade Paperback Reprint edition ,2002,English,800,"https://images-na.ssl-images-amazon.com/images/I/51azrShW2cL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0380727501,Notes from a Small Island,Bill Bryson,"Writing, Research & Publishing Guides",Reference,"Featuring an all-new cover,New York Timesbestseller Bill Bryson's irrevent and hilarious journey through the beloved island nation he called home for two decades. From Downing Street to Loch Ness, this is a delightful look at the United Kingdom.BeforeNew York Timesbestselling author Bill Bryson wroteThe Road to Little Dribbling, he took this delightfully irreverent jaunt around the unparalleled floating nation of Great Britain, which has produced zebra crossings, Shakespeare, Twiggie Winkie’s Farm, and places with names like Farleigh Wallop and Titsey.Read more",William Morrow Paperbacks ,2001,English,324,"https://images-na.ssl-images-amazon.com/images/I/51DpFru3htL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
1573225517,High Fidelity,Nick Hornby,Dramas & Plays,Literature & Fiction,"Now a Hulu TV series starring Zoë Kravitz!""I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.""—Zoë KravitzFrom the bestselling author ofFunny Girl, About a Boy,A Long Way DownandDickens and Prince,a wise and hilarious novel about love, heartbreak, and rock and roll.Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes ofCheers.Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad.Read more",Riverhead Books Media tie-in edition ,1996,English,352,"https://images-na.ssl-images-amazon.com/images/I/51gQOHC7UlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0060533994,"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,Literature & Fiction,Teen & Young Adult,"Adrian Mole's first love, Pandora, has left him; a neighbor, Mr. Lucas, appears to be seducing his mother (and what does that mean for his father?); the BBC refuses to publish his poetry; and his dog swallowed the tree off the Christmas cake. ""Why"" indeed.Read more",HarperTeen ,2003,English,272,"https://images-na.ssl-images-amazon.com/images/I/51EfMEN+JfL._SY344_BO1,204,203,200_.jpg"
0380778556,Rebecca,Daphne Du Maurier,Classics,Literature & Fiction,"Now a Netflix film starring Lily James and Kristin Scott Thomas""Last Night I Dreamt I went to Manderley Again...""With these words, the reader is ushered into an isolated gray stone mansion on the windswept Cornish coast, as the second Mrs. Maxim de Winter recalls the chilling events that transpired as she began her new life as the young bride of a husband she barely knew. For in every corner of every room were phantoms of a time dead but not forgotten—a past devotedly preserved by the sinister housekeeper, Mrs. Danvers: a suite immaculate and untouched, clothing laid out and ready to be worn, but not by any of the great house's current occupants. With an eerie presentiment of evil tightening her heart, the second Mrs. de Winter walked in the shadow of her mysterious predecessor, determined to uncover the darkest secrets and shattering truths about Maxim's first wife—the late and hauntingly beautiful Rebecca.This special edition ofRebeccaincludes excerpts from Daphne du Maurier'sThe Rebecca Notebook and Other Memories, an essay on the real Manderley, du Maurier's original epilogue to the book, and more.A PBS Great American Read Top 100 PickRead more",Avon Reissue edition ,2002,English,384,"https://images-na.ssl-images-amazon.com/images/I/51dQTNbYlbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0380018179,The Thorn Birds,Colleen McCullough,Genre Fiction,Literature & Fiction,"“Beautiful….Compelling entertainment.”—New York Times“A heart-rending epic…truly marvelous.”—Chicago TribuneOne of the most beloved novels of all time,The Thorn Birds,Colleen McCullough’s sweeping family saga of dreams, titanic struggles, dark passions, and forbidden love in the Australian Outback, returns to enthrall a newgeneration.Read more",Avon ,1979,English,692,"https://images-na.ssl-images-amazon.com/images/I/51g49F4BC+L._SY344_BO1,204,203,200_.jpg"
0451167805,Firestarter,Stephen King,Genre Fiction,Literature & Fiction,"Innocence and beauty ignite with evil and terror...First, a man and a woman are subjects of a top-secret government experiment designed to produce extraordinary psychic powers.Then, they are married and have a child. A daughter.Early on the daughter shows signs of a wild and horrifying force growing within her. Desperately, her parents try to train her to keep that force in check, to “act normal.”Now the government wants its brainchild back—for its own insane ends.Read more",Berkley ,1981,English,416,"https://images-na.ssl-images-amazon.com/images/I/51upsy3o9tL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0316777730,Naked,David Sedaris,Humor,Humor & Entertainment,"Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its ear, mining the exceedingly rich terrain of his life, his family, and his unique worldview-a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, without doubt one of the freshest in American writing.Read more",Back Bay Books 1st edition ,1998,English,291,"https://images-na.ssl-images-amazon.com/images/I/31IdGvacA6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0786885688,Shopgirl: A Novella,Steve Martin,Genre Fiction,Literature & Fiction,"One of the most acclaimed and beloved entertainers, Steve Martin is quickly becoming recognized as a gorgeous writer capable of being at once melancholy and tart, achingly innocent and astonishingly ironic (Elle). A frequent contributor to bothThe New Yorkerand theNew York Timesas well as the author of theNew York TimesbestsellerPure Drivel, Martin is once again poised to capture the attention of readers with his debut novella, a delightful depiction of life and love.The shopgirl is Mirabelle, a beautiful aspiring artist who pays the rent by selling gloves at the Beverly Hills Neiman Marcus. She captures the attention of Ray Porter, a wealthy, lonely businessman. As Ray and Mirabelle tentatively embark on a relationship, they both struggle to decipher the language of love--with consequences that are both comic and heartbreaking. Filled with the kind of witty, discerning observations that have brought Steve Martin incredible critical success,Shopgirlis a work of disarming tenderness.Read more",Hachette Books First edition ,2001,English,130,"https://images-na.ssl-images-amazon.com/images/I/31nI69iKDlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
